,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,FPL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYISO,NWMT,OVEC,PJM,AEC,PNM,SEC,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW,NB,ERCOT
63,,,,0,110,15,181,0,,0,,14,15,0,10,,0,0,0,116,,0,0,0,,105,20,,31,8,0,,0,0
64,,,,0,127,13,293,0,,0,,34,13,0,51,,0,0,0,190,,0,1,0,,143,133,,65,18,0,,0,0
65,,,,0,138,13,347,0,,0,,57,13,0,95,,0,0,0,196,,0,1,0,,212,156,,88,26,0,,0,0
66,,,,0,135,13,382,0,,0,,63,10,0,89,,0,0,0,162,,0,1,0,,276,148,,95,35,0,,0,0
67,,,,0,138,14,268,0,,0,,49,11,0,102,,0,0,0,133,,0,1,1,,249,136,,81,37,0,,0,0
68,,,,0,128,13,157,0,,0,,36,12,0,99,,0,0,0,75,,0,1,0,,245,131,,90,28,0,,0,0
69,,,,0,95,14,114,0,,0,,13,6,0,62,,0,0,0,8,,0,1,0,,157,131,,114,14,0,,0,0
70,,,,0,30,9,54,0,,0,,1,2,0,47,,0,0,0,1,,0,0,0,,61,156,,72,6,0,,0,0
71,,,,0,2,1,23,0,,0,,0,0,0,7,,0,0,0,1,,0,0,0,,6,134,,7,0,0,,0,0
72,,,,0,0,0,22,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,22,,0,0,0,,0,0
73,,,,0,0,0,22,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,0,,0,0,0,,0,0
74,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
75,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
76,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
77,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
78,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
79,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
80,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
81,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
82,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
83,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
84,,,,0,11,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
85,,,,0,53,1,22,0,,0,,1,0,0,0,,0,0,0,23,,0,0,0,,0,0,,1,0,0,,0,0
86,,,,0,85,1,54,0,,0,,15,1,0,2,,0,0,0,124,,0,0,0,,15,0,,21,0,0,,0,0
87,,,,0,102,4,124,0,,0,,40,2,0,27,,0,0,0,218,,0,0,0,,64,24,,74,8,0,,0,0
88,,,,0,108,7,146,0,,0,,57,6,0,77,,0,0,0,253,,0,1,0,,170,134,,123,21,0,,0,0
89,,,,0,117,4,150,0,,0,,67,9,0,122,,0,0,0,225,,0,1,0,,253,155,,133,20,0,,0,0
90,,,,0,118,7,165,0,,0,,67,13,0,126,,0,0,0,137,,0,1,0,,334,143,,130,33,0,,0,0
91,,,,0,110,5,154,0,,0,,52,3,0,133,,0,0,0,75,,0,1,0,,414,131,,119,33,0,,0,0
92,,,,0,101,5,96,0,,0,,31,1,0,124,,0,0,0,28,,0,1,0,,469,125,,87,22,0,,0,0
93,,,,0,79,2,56,0,,0,,12,0,0,116,,0,0,0,4,,0,1,0,,450,142,,43,15,0,,0,0
94,,,,0,22,2,28,0,,0,,1,0,0,99,,0,0,0,1,,0,0,0,,288,150,,7,8,0,,0,0
95,,,,0,0,1,23,0,,0,,0,0,0,18,,0,0,0,1,,0,0,0,,50,124,,0,1,0,,0,0
96,,,,0,0,0,22,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,26,,0,0,0,,0,0
97,,,,0,0,0,22,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
98,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
99,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
100,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
101,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
102,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
103,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
104,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
105,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
106,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
107,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
108,,,,0,12,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
109,,,,0,53,1,51,0,,0,,0,0,0,0,,0,0,0,100,,0,0,0,,3,0,,0,0,0,,0,0
110,,,,0,135,11,484,0,,0,,2,6,0,5,,0,0,0,249,,0,0,0,,136,0,,6,12,0,,0,0
111,,,,0,239,11,1193,0,,0,,7,20,0,37,,0,0,0,346,,0,0,0,,557,22,,56,66,0,,0,0
112,,,,0,305,11,1641,0,,0,,11,25,0,134,,0,0,0,347,,0,1,0,,839,135,,93,129,0,,0,0
113,,,,0,331,13,1646,0,,0,,14,26,0,219,,0,0,0,260,,0,1,0,,1043,159,,114,130,0,,0,0
114,,,,0,336,13,1639,0,,0,,13,26,0,227,,0,0,0,305,,0,1,0,,1116,145,,139,127,0,,0,0
115,,,,0,326,15,1724,0,,0,,9,26,0,231,,0,0,0,431,,0,1,1,,1122,131,,142,128,0,,0,0
116,,,,0,299,14,1549,0,,0,,5,25,0,231,,0,0,0,342,,0,1,2,,1085,137,,144,132,0,,0,0
117,,,,0,221,13,1000,0,,0,,2,20,0,217,,0,0,0,85,,0,1,2,,925,148,,132,118,0,,0,0
118,,,,0,76,13,282,0,,0,,0,9,0,137,,0,0,0,1,,0,1,3,,506,131,,54,96,0,,0,0
119,,,,0,5,4,20,0,,0,,0,0,0,29,,0,0,0,1,,0,0,3,,73,77,,7,14,0,,0,0
120,,,,0,0,0,19,0,,0,,0,0,0,0,,0,0,0,1,,0,0,2,,0,9,,0,0,0,,0,0
121,,,,0,0,0,18,0,,0,,0,0,0,0,,0,0,0,1,,0,0,4,,0,0,,0,0,0,,0,0
122,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,0,,0,0,0,,0,0
123,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,0,,0,0,0,,0,0
124,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
125,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
126,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
127,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
128,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
129,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
130,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
131,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
132,,,,0,12,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
133,,,,0,55,1,51,0,,0,,0,0,0,0,,0,0,0,148,,0,0,0,,6,0,,11,0,0,,0,0
134,,,,0,134,13,505,0,,0,,7,8,0,7,,0,0,0,451,,0,0,0,,260,0,,87,13,0,,0,0
135,,,,0,225,16,1260,0,,0,,17,20,0,47,,0,0,0,522,,0,1,0,,744,4,,137,72,0,,0,0
136,,,,0,267,27,1668,0,,0,,27,24,0,94,,0,0,0,591,,0,1,0,,988,31,,141,114,0,,0,0
137,,,,0,291,28,1739,0,,0,,36,26,0,138,,0,0,0,649,,0,1,0,,1067,41,,142,111,0,,0,0
138,,,,0,328,27,1555,0,,0,,52,26,0,144,,0,0,0,602,,0,1,0,,1093,42,,144,110,0,,0,0
139,,,,0,316,27,1617,0,,0,,57,25,0,132,,0,0,0,552,,0,1,0,,1091,41,,144,123,0,,0,0
140,,,,0,296,19,1424,0,,0,,41,24,0,157,,0,0,0,297,,0,1,2,,1051,46,,146,112,0,,0,0
141,,,,0,219,17,992,0,,0,,11,20,0,128,,0,0,0,105,,0,1,2,,904,33,,141,94,0,,0,0
142,,,,0,73,14,302,0,,0,,1,9,0,79,,0,0,0,1,,0,1,3,,493,18,,95,97,0,,0,0
143,,,,0,5,4,22,0,,0,,0,0,0,18,,0,0,0,1,,0,0,3,,74,13,,14,17,0,,0,0
144,,,,0,0,0,18,0,,0,,0,0,0,0,,0,0,0,1,,0,0,3,,0,1,,0,0,0,,0,0
145,,,,0,0,0,18,0,,0,,0,0,0,0,,0,0,0,1,,0,0,3,,0,0,,0,0,0,,0,0
146,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,0,,0,0,0,,0,0
147,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,0,,0,0,0,,0,0
148,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
149,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
150,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
151,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
152,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
153,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
154,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
155,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
156,,,,0,12,0,0,0,,0,,0,0,0,0,,0,0,0,2,,0,0,0,,0,0,,0,0,0,,0,0
157,,,,0,55,1,49,0,,0,,1,0,0,0,,0,0,0,99,,0,0,0,,6,0,,9,0,0,,0,0
158,,,,0,128,14,344,0,,0,,20,4,0,5,,0,0,0,314,,0,0,0,,239,0,,82,14,0,,0,0
159,,,,0,202,15,799,0,,0,,56,16,0,36,,0,0,0,516,,0,1,0,,696,16,,132,68,0,,0,0
160,,,,0,229,16,1091,0,,0,,84,24,0,46,,0,0,0,520,,0,2,0,,889,83,,138,84,0,,0,0
161,,,,0,275,17,1303,0,,0,,93,25,0,60,,0,0,0,440,,0,1,0,,1004,95,,138,91,0,,0,0
162,,,,0,303,17,1405,0,,0,,85,23,0,79,,0,0,0,325,,0,1,1,,1014,93,,137,91,0,,0,0
163,,,,0,307,22,1525,0,,0,,66,22,0,84,,0,0,0,288,,0,1,0,,977,138,,132,62,0,,0,0
164,,,,0,275,37,1328,0,,0,,44,19,0,79,,0,0,0,151,,0,1,1,,921,141,,139,48,0,,0,0
165,,,,0,204,35,826,0,,0,,16,16,0,66,,0,0,0,28,,0,1,3,,744,146,,135,17,0,,0,0
166,,,,0,56,31,244,0,,0,,2,8,0,45,,0,0,0,1,,0,1,2,,414,152,,90,6,0,,0,0
167,,,,0,3,5,23,0,,0,,0,0,0,11,,0,0,0,1,,0,0,3,,75,130,,13,0,0,,0,0
168,,,,0,0,0,19,0,,0,,0,0,0,0,,0,0,0,1,,0,0,3,,0,27,,0,0,0,,0,0
169,,,,0,0,0,18,0,,0,,0,0,0,0,,0,0,0,1,,0,0,2,,0,0,,0,0,0,,0,0
170,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,0,,0,0,0,,0,0
171,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
172,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
173,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
174,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
175,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
176,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
177,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
178,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
179,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
180,,,,0,12,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
181,,,,0,54,1,24,0,,0,,0,0,0,0,,0,0,0,36,,0,0,0,,1,0,,10,0,0,,0,0
182,,,,0,104,15,221,0,,0,,0,6,0,2,,0,0,0,98,,0,0,0,,102,0,,86,4,0,,0,0
183,,,,0,171,23,716,0,,0,,0,11,0,22,,0,0,0,202,,0,1,0,,451,5,,104,27,0,,0,0
184,,,,0,223,33,1530,0,,0,,4,21,0,81,,0,0,0,367,,0,1,0,,716,40,,111,63,0,,0,0
185,,,,0,291,38,1771,0,,0,,6,22,0,125,,0,0,0,419,,0,1,0,,844,70,,130,79,0,,0,0
186,,,,0,306,39,1859,0,,0,,7,21,0,162,,0,0,0,399,,0,1,0,,818,68,,122,106,0,,0,0
187,,,,0,297,37,1756,0,,0,,6,21,0,175,,0,0,0,358,,0,1,0,,685,68,,133,111,0,,0,0
188,,,,0,300,37,1428,0,,0,,4,17,0,185,,0,0,0,269,,0,1,2,,606,63,,133,102,0,,0,0
189,,,,0,188,35,867,0,,0,,2,14,0,145,,0,0,0,87,,0,1,1,,549,72,,130,109,0,,0,0
190,,,,0,62,30,244,0,,0,,0,9,0,91,,0,0,0,1,,0,1,2,,323,57,,79,79,0,,0,0
191,,,,0,3,5,29,0,,0,,0,1,0,22,,0,0,0,1,,0,0,4,,47,24,,6,23,0,,0,0
192,,,,0,0,0,22,0,,0,,0,0,0,0,,0,0,0,1,,0,0,3,,0,5,,0,1,0,,0,0
193,,,,0,0,0,21,0,,0,,0,0,0,0,,0,0,0,1,,0,0,2,,0,0,,0,0,0,,0,0
194,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,2,,0,0,,0,0,0,,0,0
195,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,1,,0,0,,0,0,0,,0,0
196,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
197,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
198,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
199,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
200,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
201,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
202,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
203,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
204,,,,0,12,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
205,,,,0,56,1,38,0,,0,,0,0,0,0,,0,0,0,155,,0,0,0,,6,0,,8,0,0,,0,0
206,,,,0,138,10,514,0,,0,,7,6,0,6,,0,0,0,551,,0,0,0,,252,0,,63,17,0,,0,0
207,,,,0,251,20,1339,0,,0,,24,17,0,60,,0,0,0,583,,0,1,0,,752,20,,72,92,0,,0,0
208,,,,0,317,19,1814,0,,0,,33,24,0,173,,0,0,0,622,,0,1,0,,1009,121,,82,136,0,,0,0
209,,,,0,363,23,2009,0,,0,,25,27,0,231,,0,0,0,564,,0,1,0,,1111,106,,122,137,0,,0,0
210,,,,0,346,30,2038,0,,0,,21,27,0,233,,0,0,0,431,,0,1,0,,1127,94,,138,136,0,,0,0
211,,,,0,338,37,1954,0,,0,,21,27,0,234,,0,0,0,369,,0,1,0,,1133,110,,141,135,0,,0,0
212,,,,0,254,36,1693,0,,0,,14,25,0,237,,0,0,0,301,,0,1,2,,1120,108,,146,138,0,,0,0
213,,,,0,293,35,1128,0,,0,,11,21,0,223,,0,0,0,84,,0,1,2,,974,93,,144,139,0,,0,0
214,,,,0,77,31,339,0,,0,,2,10,0,152,,0,0,0,10,,0,1,4,,556,78,,73,99,0,,0,0
215,,,,0,1,6,23,0,,0,,0,1,0,36,,0,0,0,10,,0,0,3,,93,30,,6,19,0,,0,0
216,,,,0,0,0,23,0,,0,,0,0,0,0,,0,0,0,10,,0,0,3,,0,3,,0,1,0,,0,0
217,,,,0,0,0,22,0,,0,,0,0,0,0,,0,0,0,10,,0,0,4,,0,0,,0,0,0,,0,0
218,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,1,,0,0,,0,0,0,,0,0
219,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,2,,0,0,,0,0,0,,0,0
220,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,0,,0,0,,0,0,0,,0,0
221,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,,0,0,0,,0,0
222,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,0,,0,0,,0,0,0,,0,0
223,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,0,,0,0,,0,0,0,,0,0
224,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,0,,0,0,,0,0,0,,0,0
225,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,0,,0,0,,0,0,0,,0,0
226,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,10,,0,0,0,,0,0,,0,0,0,,0,0
